CustomerID,InteractionID,InteractionDate,Platform,InteractionType,Sentiment
551a4700-bea6-4596-b371-48c0ee1b5bf0,574cb151-53b5-40f2-bee3-07e30dd34325,,Facebook,Like,Neutral
210a1b9d-b708-4071-b600-46a1df62bfde,19a9d796-b040-4d2d-9ee6-f52278fa811b,,Twitter,Comment,Positive
1fd6c9c2-d7e5-440a-bf43-3b0f9e9b608b,afdd05cc-8b12-412a-8003-db5e9ba1a05f,,Instagram,Comment,Neutral
648dac00-686c-41c0-8d59-3bee7d3bd390,4b9da0fe-1fd5-4d81-b0e3-26b0088bf5a9,,Instagram,Comment,Negative
52f2132d-b2bf-4c09-9bdf-2d634ea7ebca,08a4d94b-ef27-4fd0-bcaf-102dc4b99ff6,,Facebook,Share,Negative
d4cb7a18-92f4-4a0d-96f5-584e0c1cab53,30c666d3-52db-404b-9553-f7ebbc72a701,,Instagram,Share,Neutral
df6e97e4-a79a-4429-a4f7-300a2e95ec73,c09c0758-00d2-4a06-9efc-af66fede5733,,Twitter,Share,Positive
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,290306cc-a2db-4430-9269-067536ef3243,,Instagram,Like,Neutral
11c5d27b-7d65-4970-9ce0-960fa35a1f5f,51857e0a-5e6c-42e3-8eb9-595c996fc974,,Facebook,Share,Positive
84db5b8d-acf1-47fb-b3aa-100b30fd99fe,51fd4660-5ebb-4fe6-bf47-fc3a912f10c8,,Instagram,Share,Neutral
16120901-738d-417e-a271-6aaf0d6caa83,49f0ad38-c9e4-43db-9c1c-5344c6b9fbb4,,Instagram,Like,Negative
e4fb127d-c996-4947-b967-b53e770ed05f,3dad4e95-07ca-4897-a261-b97c21faaaeb,,Twitter,Like,Negative
5295b804-fb7e-4dd4-bb76-a0e1a79841c1,bd43fa49-0e8d-4ff6-aec3-68824a1c7526,,Instagram,Share,Negative
084a89ee-5eee-48c0-b30b-53da89258015,30f962aa-3c9b-4f79-8a8b-23549e4f5423,,Twitter,Share,Neutral
0ade20e2-a4ff-40d2-b1b2-b8a04ee94c35,b598bf2d-fd18-4183-8b1b-eda0557851ca,,Instagram,Like,Neutral
8f440758-f8ac-44ee-9f83-51d9bde6d101,1e83e078-67f9-4336-a4b3-49c2337f683b,,Facebook,Share,Positive
a3824b0f-b72e-4c29-a242-b79c541895bb,d235326d-bd92-41f2-a2fb-4a918f8c53a7,2024-03-01,Facebook,Like,Neutral
6e08ae8f-593d-425c-bf3c-542b3bbb1377,6fdec6c5-4279-4f34-9e50-dd3293366981,,Instagram,Comment,Neutral
fc9f91cc-00f1-4ffa-8016-878c069f3a1b,7ff41972-bf87-494d-a47a-fcf97cfa05d4,,Twitter,Comment,Positive
2be2ab9c-5c01-42ff-a8a5-7ebb49905eb5,b2858bdf-84b5-4a6f-98d0-6bf24577dcd9,,Instagram,Like,Neutral
6fc9f0ec-7c57-48d3-a613-e717798ddf39,d71b2b18-6d34-43db-8530-260ac4a768b0,,Instagram,Like,Neutral
174eceb1-d609-4140-8d19-e6d29fc4494b,2287b87d-4d81-4f1e-94d0-f6ef14796f0d,,Twitter,Like,Positive
8aa6b122-fcd1-42a8-b4ad-d526bf397551,3f002724-70b8-44c5-bbfe-45b7d1338a6c,,Twitter,Like,Negative
f01b204b-74d4-4c28-8f90-450dcd6b26da,81e62ef0-2050-4e44-af33-3ae9ae25102b,,Facebook,Like,Negative
7a2c7c71-1f0d-4e00-b1e7-821708ec5194,5a302518-07f2-41ce-a2dc-ce83a00060a5,,Twitter,Share,Positive
dd2a43cd-bfed-48e5-80c7-a27d7991a6ae,c9a8c3f6-204e-4210-8fb8-25da01317013,,Facebook,Like,Positive
ff6d25c2-baeb-46ab-8ce4-4c39bde83c5a,d972c5cf-ae0a-4c7c-936a-e38dd2d21780,,Twitter,Comment,Positive
37d18605-6890-4f11-bb14-23b460734df2,8d1937be-b8f2-437c-8b7a-3e0451fa09a1,,Instagram,Comment,Negative
fe4eace1-a485-45b5-827f-d8a3dfe9d92d,03be50b0-ca8f-4e86-8c12-eb8b184ef3db,,Instagram,Like,Positive
b64655c3-a06c-4f03-91fe-8dde87a2c547,d65bbc38-8339-43f6-b4d4-ec6629674055,,Facebook,Like,Neutral
51668fb4-bf4c-4030-8df0-ddc2263ec6ad,15edb8a0-5789-4330-a998-e5b071f791cc,,Instagram,Comment,Neutral
6a790a51-5a2e-4f30-b375-00b5ced20d6f,ead93600-6cec-491e-9486-1e3f89e3a9d4,,Twitter,Comment,Neutral
f0c55dc8-d7f6-481d-8992-af3ce9453a51,bf58fb8e-6503-4da3-a2fa-eb6f3f833696,,Instagram,Like,Neutral
cb35a4e2-2808-4644-ab5a-8c87a6ced6d4,b8eb70a9-9882-498b-bee1-b30f1ece4dc8,,Facebook,Comment,Negative
251a9b00-932d-4e57-adac-d1be9b1ceb46,a727da2c-556e-4e21-a370-679848581275,,Instagram,Share,Negative
9110b6df-2a4c-4404-aeff-3c8b4c83279f,5bc17a85-1782-4299-9502-8ebe847b1131,,Instagram,Like,Positive
7a63603b-38fb-4733-bb8c-c4faa632ab0d,c88ce6f3-42ed-4c29-a32e-9c9b6a822865,,Instagram,Comment,Neutral
7c04fa8c-3838-4820-830b-fec86eeb507e,f4fab01b-454a-4fa7-ac47-66d2225d048d,,Instagram,Comment,Neutral
0a610e96-95c5-439b-9804-e19af5aad6ff,64c34fe6-c4ba-40b4-9802-22d51158a230,,Facebook,Like,Positive
2fb831c7-4ce9-435b-959d-3f69e179a6bf,09f972c2-cfbb-4c84-b228-deac3ca509b5,,Instagram,Like,Neutral
51bdd78c-efe1-46e6-8155-fb9677e935aa,fc582e9e-a0be-4439-b08c-25f5b64ba0cc,,Twitter,Share,Neutral
eb4b107b-ae16-4ee6-a079-62149dfc21aa,655af41f-5368-48b8-8164-86e54f24703e,,Twitter,Comment,Negative
9cf92a6b-b9da-46ec-bf56-0ea2c9255bda,fc7a2819-0f5c-4632-8fbb-6057dc56b7d0,,Instagram,Comment,Positive
eb8bb3ce-e182-4a9c-8084-c55c738815e1,5349b4db-84a6-4d48-8c8a-42a8f9bca88e,,Twitter,Comment,Negative
21cf893c-6a1b-4d6b-b7a1-3650ab036955,7f14a66e-272d-417f-ac25-87f65dc7568b,,Twitter,Comment,Positive
404f9aca-5c0b-484f-a4ec-65ef1b401718,20fb41ec-2fe4-4ead-a810-4bb1519b6b9c,,Facebook,Share,Positive
981deb70-b1e1-4d06-a2b3-489bec80c7e9,8d271390-28ff-4db5-901e-d4a1f797827d,,Instagram,Like,Positive
0f5a8d28-2ddd-497a-a2e0-74a80c165a91,69c19777-4eff-448c-a069-fa6af6a39185,,Instagram,Like,Neutral
98d7dfaf-a429-48a1-bc52-7369193279f3,6db31329-ee48-4328-896f-267850c959ed,,Twitter,Like,Negative
7289ad73-9e4b-448c-86f4-04f9583618b8,da90af6d-c8bb-451c-9a7b-21304f7d3d87,,Facebook,Share,Neutral
eb404291-dab0-4733-b0e2-00676e7678a1,653d1da4-21c1-4b80-a0a1-da569d5053fb,,Instagram,Comment,Negative
cd945724-5b93-44bc-8921-ad0c41af8ec1,550f5981-e99a-4fac-938d-9e4f447de886,,Twitter,Comment,Neutral
c12c8d66-3979-45bc-85fd-780ac87f19d9,5cd0d43d-9442-435d-9fff-54c8eb495bea,,Twitter,Like,Negative
24fce394-c68e-4c04-b884-393a6662dad7,f7e0e3fd-c7a5-46a2-a70e-130d7a2a8153,,Facebook,Comment,Negative
ca6727ab-9c8c-4fb7-8b7a-d6f0adf8dfa1,dcb6e295-b4ac-4121-9c1f-6abb46b5574b,,Instagram,Comment,Positive
32948729-ea9c-4a4b-95b5-e1e840f8dfe6,916d9ea6-8834-4a0c-9c18-d0af3c084b57,,Twitter,Share,Neutral
907c77af-245a-40dc-b8d2-9303993bcd81,5fbd5a02-93e7-41db-b2b9-42c10911b556,,Facebook,Comment,Positive
d809597e-df4a-45f5-aa75-fbb76b0218aa,fed062e2-f11f-42b5-944a-929f4bba0f3e,,Instagram,Share,Positive
e7ee4a4a-1be7-4b2d-a019-0372f123f611,3cd73cca-1e9b-4c44-8510-64ed251f49d4,,Twitter,Share,Neutral
47ceaec3-7419-4dbe-9206-8452b16bb61e,5815773b-fce6-4b74-8747-6ee9ba9ffb2a,,Twitter,Share,Positive
e39c6523-d929-4d94-a978-ef4ea3e69bbe,ac9f0551-a7a1-4e64-8942-88955bd527b5,,Facebook,Share,Neutral
1fc78651-b7b5-4637-b42f-bc2725e27946,9928f2d8-1906-408c-a7da-ce9e508eb600,,Twitter,Comment,Neutral
9f6760d0-6b6f-4ed5-88da-74787fcfa14b,19288eeb-6660-4815-8dbd-43a072e310e2,,Twitter,Comment,Neutral
9e85fb2e-f7af-4338-9b2e-0b900102405c,83700ae7-6b30-4953-92d7-8897e1cc3c6f,,Twitter,Share,Very Positive
996dc968-4b6e-4dd5-ab98-e69a88eaca15,fd5d52a8-0eae-4ee9-b356-a5697f181e9e,,Instagram,Like,Neutral
bd03c9f3-3c08-46af-a30c-e6291fa70cb5,1d7435b0-fc55-4d54-b1e1-e610b4adb16b,,Facebook,Like,Negative
8a7e010b-b3d2-418a-bc81-bd16f3432366,9ac99594-3e58-4b1f-a405-a331914de685,,Instagram,Like,Positive
abe35338-baa4-4cd2-8272-e0eb4d05c39c,e28e1ef5-ed17-467c-be0b-b453085674a6,,Instagram,Share,Negative
18e0f708-ed9b-4902-ad9d-968209ce021b,00f73a75-2598-4397-8615-a73eb09e719d,,Twitter,Comment,Neutral
41d08007-2bf4-470f-ad2d-97a972abced6,49e89efa-9c30-4f93-b7ea-4138469ac455,,Facebook,Share,Positive
e7d0e7f4-7335-4b2d-9741-1d6113ec6234,71630c3f-ca34-4b05-af31-772b31f64649,,Facebook,Comment,Positive
54c10762-4c2c-4b9a-a602-d0069520ab2b,1c28fcb7-81fc-462c-a0a3-785f00070cd7,2024-05-03,Facebook,Like,Positive
c2c93273-8204-4385-8dd5-a277dc51989f,5e48a056-c6e1-480b-9afe-4a90ac1f687b,,Twitter,Comment,Neutral
ef341627-301c-4502-9ebc-a7d1ea8bf37b,ae0978fd-346d-4341-8efc-0fef11fa09f0,,Instagram,Share,Negative
9c52add6-d6da-42b9-be78-9a5d2d771aec,78fcd0e1-3a25-4c39-94e4-071f13eebedd,,Facebook,Comment,Negative
51c78964-918f-4a61-a53e-44e5a8dbf5d1,6f91738e-2b71-4c7c-81f3-608a76c44ccf,2023-10-27,Facebook,Like,Negative
eee4c0b3-21d6-47ae-8631-718341d97a86,41fc8a19-98e1-418f-a250-a41c4b2d2568,,Twitter,Share,Positive
8af27e3e-6225-43a1-b3b5-9a838531c97c,dd79b1f9-00ec-4e49-94f2-dacc6b5fdf19,,Instagram,Share,Positive
c6747843-6a62-45f4-9cc6-c9cd85a67a81,3b7a3729-9dbd-4ab3-9f9b-fafca703b7cd,,Facebook,Share,Neutral
33410797-fbbf-4d7e-ad1b-db2544d1b122,ca8bb92d-bc8a-4be0-bfef-306e4dee4f39,,Twitter,Like,Negative
4c15fab5-9db0-45c1-84e1-ec0829328556,727b0c20-14be-47fd-bda2-576a19adcd0c,,Facebook,Comment,Positive
913dfe6e-4ed1-4a0a-a655-6e2be550593b,1ce0a641-bacd-4f6b-b3aa-68ee1ec71204,,Twitter,Comment,Negative
3641a6cf-cc5f-4ad3-85f7-9d1ea1ad4935,ada64e49-5d86-423d-b962-695d95aa0c48,,Facebook,Like,Negative
4045223b-67b5-44b7-a1fd-81f5c181ffd1,3c9f281c-19a2-4ea3-ae0a-0205b892d3f6,,Facebook,Like,Positive
740d0a3a-23f3-4417-9357-f4f26a4c9a62,afed45b2-ebe6-486e-84db-55d806a063c1,,Twitter,Comment,Positive
999ad741-dfd2-46fe-afcb-7d1a3347c5c1,f23b6e7a-69c4-456a-9fec-2d8ecc97a655,,Twitter,Comment,Negative
643baf74-7e23-45d9-9cbb-187705c442fd,c0b3737c-a785-42f2-8afc-10194647ea04,,Facebook,Comment,Negative
b24820df-3291-4d4a-a057-0ae7025072aa,d488ef9b-98ae-4bb2-8de5-44dd74ff8fab,,Twitter,Comment,Positive
a1487b99-07e2-4e06-b590-64d85a00c9c3,b8a5e5f0-5b22-4cc5-97aa-52e3cc037cc6,,Facebook,Share,Negative
f3860788-84c6-42c7-8431-02cefd4dfb93,0601b176-120b-4009-9d98-e47a850cbf70,,Facebook,Share,Neutral
1256edb8-f10f-451d-91c5-1e525b23ff5d,5503f682-921b-4f72-bf23-5e0a7b424ee8,,Twitter,Like,Negative
498daaca-dd10-4fa0-8dd7-357f8543590c,78c61be5-c516-4ee0-b26b-71ff0d9060de,,Twitter,Share,Positive
08995799-8d0f-40d6-986b-452074709b5f,59b5776e-47c7-4478-aaab-f5c80d0017be,,Twitter,Share,Negative
ed5dc22d-7406-40bf-a647-e880e75bdbdd,63ef7c3a-f3c3-4be3-ae83-df1189269fb5,,Instagram,Share,Very Positive
3fbd3807-6610-4588-aa7f-fba7baaf308e,037a59e0-b6ce-4509-9ae9-34abed6b4aca,,Twitter,Comment,Positive
9243eebc-938f-480c-8564-16d503d250de,dcbde36b-7cfb-4220-93da-86427662206f,,Instagram,Share,Neutral
5be24c07-9b89-479a-ba96-5edb10b65b3d,0ca5b2b5-2c7f-4ecf-88d7-30f7857efde7,,Twitter,Like,Positive
060cfd42-8d99-4264-aa27-e8d0b537e207,faefffa4-3e33-4bcb-ae95-d4bf1fea4dea,,Facebook,Comment,Positive
38d9b383-17dc-41b5-886b-f318487d67a4,df0d3cc2-3565-4c64-a44b-7737655dc65e,,Facebook,Like,Neutral
113007f8-af2b-4c35-8396-b01ba2f41762,6bdb07c9-088a-48bd-aaa0-fd4aeabd1e64,,Instagram,Comment,Positive
ef341627-301c-4502-9ebc-a7d1ea8bf37b,cc9da885-489c-4bc5-a6be-8a904fa61c70,,Instagram,Comment,Neutral
6fc9f0ec-7c57-48d3-a613-e717798ddf39,a0ce16bb-c57d-45ca-9c59-4bfdd24e0cf4,,Twitter,Comment,Positive
0319aa2f-f571-4a05-8947-bd9c7e4ac2ee,d3a83304-4a0a-4b84-a924-8fc6aa050682,,Instagram,Share,Positive
9866b7ec-4394-4a83-b3d2-b56182c0758b,a122f279-ce4d-43fd-8b26-c8287c314518,,Facebook,Share,Positive
4ce980ee-f71f-4d5f-9fae-d097c78785aa,804b5ef1-646d-44c2-a27e-b4ee4ee2c397,,Instagram,Comment,Positive
2a61ddd6-e8be-4d46-923e-3a7bc0bf905c,1e415723-938f-4672-ab06-db20d2eaacf5,,Instagram,Comment,Positive
9e99f76d-1daa-44b5-89df-85554e334b59,562d0806-43d5-4826-b12b-7a2f41eb895c,,Instagram,Share,Positive
7d7f14ea-53a3-4bd8-885b-ca6973b32df5,2f0fb501-92d6-4c45-a49a-1076e16fa86b,2024-03-12,Facebook,Comment,Negative
e8a5fdb8-fcd9-450c-9635-e376266c8bcf,07269016-cf56-465c-aaef-2412210455a2,,Twitter,Share,Neutral
60043349-aca0-4f92-987b-8888e8985f78,4e0f4ede-19dd-444f-afce-37aebf8a09ca,,Facebook,Share,Positive
d8c44a32-d7c1-4ede-aaaa-2ae1c1c65534,0d218d7a-98a5-4bde-bc53-26777dcbe496,,Twitter,Like,Negative
0d5f73b8-7cc5-41ac-87c0-6df5c741ff8f,a8cfee79-a3c4-4829-9c03-1109b21630a5,,Facebook,Comment,Negative
e6905fa6-1d8c-4a97-bf98-587d6ab42f3a,344cfe90-efa3-42ca-9941-9a5e85f11108,,Instagram,Comment,Positive
d45f2c3e-51ee-4f18-b761-b61a73fb8306,e4a19f19-9a4e-4981-82ba-e7a3b4216a44,,Facebook,Like,Negative
c523a06d-69e9-48ab-9604-a060d44f8aaf,0a0e169f-c64e-446b-a1c6-a9bb82c44e53,,Twitter,Comment,Negative
d06373dd-8d92-4e7d-8329-c4ce400b0d42,297c9a08-b7bf-4514-834e-b1bc756157de,,Twitter,Share,Very Negative
6a4fcf07-d4f6-44cf-9d47-ddae1917f808,855c3a18-2315-4c97-ad4c-fa7a33aed88f,,Instagram,Comment,Positive
3828c289-6aa1-41e0-94d4-10d24539c9de,4b01bcdf-e1da-4a61-a02a-9bb5393e4d65,,Instagram,Share,Neutral
b0099c65-5803-4c0e-9747-44f2ea1157cc,151763b2-1bc7-4d1b-8e57-54353cc35865,,Twitter,Share,Negative
