CustomerID,Age,Gender,Location,IncomeLevel,SignupDate
30dc519a-a52c-465c-8678-8110e7bd13ed,37.0,Male,Port Brandonmouth,High,
7a461a97-18fd-4686-ab3f-adaded72069d,150.0,Male,Pageside,High,
c30de55f-687c-46f5-bbd2-a9e73d2d138d,44.0,Male,Harringtontown,Medium,
a4c9847c-dd0b-4b8d-83a8-c59968f274d7,19.0,Female,Christopherhaven,High,
d6d22cf1-649a-4b97-9a9b-8ebc1ebe89c9,34.0,Female,Wilkersonbury,High,
e8cbd1fc-5d2d-472a-8c68-8283bb58c8ae,26.0,Male,Latoyaville,Low,
2a8b0748-3a77-47ec-a6e9-c8c191b39d62,64.0,Male,Amyside,Medium,
b26cfb17-237a-4b24-978e-b2afa4e3d741,23.0,Male,New Edwin,Medium,
cea94c78-1035-424f-b9e4-b1411222814b,48.0,Male,Collinsberg,Low,
afc2a89b-0b66-4b13-83d0-54cc54e5dae0,36.0,Female,Jacobview,High,
f7df3c81-3e6b-43c8-ae1c-c7b51cfcf21a,21.0,Male,South Julia,Medium,
a9afbefb-532c-4572-94ab-257bdbd4ca08,54.0,Female,Cynthiafort,High,
05abacfa-de8a-4606-a35d-7487ed7554c7,56.0,Female,South Tammy,Medium,
c8fd7478-dd48-479d-a9a7-1cf0e94ecbc3,62.0,Male,Adamsshire,Low,
b3f61584-004b-49fb-a843-fa05c119beea,25.0,Female,Richardchester,Low,
f2ae0761-35fa-44a8-ac81-e607e89611ef,31.0,Male,Stevenfurt,Medium,
8a34badc-d3bc-464a-8687-d6bd3bb08215,67.0,Female,New Russell,High,
9915aa87-c969-460b-844c-f57548662f88,53.0,Female,Jackmouth,Medium,
fa51f8d8-92c4-4b55-b33d-dc7f1eae4792,27.0,Female,Calebstad,High,
c3575491-5c91-4a46-a63b-506bc3395c62,50.0,Female,Port Timothyfort,Medium,
2ab68bd2-8796-475c-ac9b-835e790ea9dd,54.0,Female,Port Ashley,Medium,
cc5da89b-c295-41c3-b27d-c759cca78ba8,33.0,Female,New Stephenside,Medium,2024-01-12
796a8711-1b1d-4557-a933-57aeb0dd9e95,44.0,Female,Mendozaton,Medium,
5ba7a03b-0d2f-4fc3-bd36-7a675c1ac61e,150.0,Female,East Ryanchester,High,
9f110be6-2f67-4e3a-9e4d-a30319dba9da,62.0,Male,South Christine,Low,
94c4f2d1-5f8b-4d82-9fb0-f1953ae4e597,46.0,Female,New David,Medium,
1d26411f-e5b9-40b0-8082-7e069a926f9c,19.0,Male,New Virginiachester,Medium,
13ac9037-7cc4-4585-8329-34a338044f38,52.0,Male,Port Troy,High,
3c0eae54-dde8-4291-95d3-f8dfb98c475a,62.0,Female,Williamshaven,High,
74335a51-6283-4262-b8a5-c72d988f3007,56.0,Female,East Zacharyville,Low,
8f4bfd5c-d32d-49bb-a995-7535553847cf,64.0,Male,New Dianatown,High,
6631a889-65d2-4588-9ed7-850c8b216f6d,22.0,Female,Warrenburgh,High,
c3a3cdb4-7e4f-4017-a8bf-5f329b6938c8,52.0,Female,Port Sheryl,Low,
51bdd78c-efe1-46e6-8155-fb9677e935aa,40.0,Female,West Whitneymouth,Medium,
31659ac0-47ae-49b1-9aa7-c208ed21336b,36.0,Male,Knappland,Low,
b7b84b81-c61b-4f23-b3db-b18010484122,52.0,Male,East Cynthiafort,Low,
409d7d69-e0b1-4493-8b23-100fb9518966,64.0,Female,Bradleyborough,Low,
1ec9eb96-4175-4c16-8477-4a6357f4e000,40.0,Male,Webbfurt,High,
fc0c6daa-182e-431a-bfe6-bad99168e08d,26.0,Female,North Justin,High,
f4274d3a-db95-4b02-b4cc-2b414f25d80d,46.0,Male,Annaport,Medium,
997e4ef9-2383-4063-ae49-4ea64716769e,48.0,Female,Christineberg,Medium,
72ef323a-1608-4a07-ad39-af7daf0b4b08,25.0,Female,Samuelside,Low,
fd03f67e-520f-4c52-a55b-66ec6d737026,55.0,Male,New Benjaminton,Medium,
6e1feeab-c26b-4462-ae4c-77ff8d6e5b35,27.0,Female,Lanestad,Low,
fd35b6b4-ad1c-49cc-9c34-8c2d696f38e2,42.0,Male,Karenbury,Low,
9af03c6f-88de-4f43-9bc1-445104c6894b,65.0,Male,Jeffreyberg,Medium,
697c8e16-03a9-40f0-99f7-eddc12cc7f04,49.0,Female,North Marcohaven,Medium,
ed27f98c-9eb0-400a-94dd-227a49b0597f,20.0,Male,Rothbury,High,
febc5ef6-d9f5-459d-b7ef-40fdb9c2588b,70.0,Female,East Brittany,Low,2022-01-10
b97bca7b-b634-4655-8c86-3cfb1ee68329,50.0,Female,New Veronica,High,
643a2d7f-c241-487f-9a9a-07f06f0d681c,18.0,Male,East Charlesfurt,Medium,
c5cc364c-0373-4aec-b421-e5e10f91791f,25.0,Female,East Luis,Low,
0ebe1d89-92e8-4ff6-8442-0e28d99b3a6a,35.0,Female,New Jennifer,Medium,
6b18200b-0867-4746-887c-ce48371e772a,36.0,Male,Wongville,Medium,
31ee738e-ae09-45fa-847f-a017bf06dae7,62.0,Female,Jennifershire,Low,
086370e7-8884-47d7-89b0-776401a43e1c,53.0,Female,Port Jesseside,Medium,
b1e89604-77b2-41a8-aff6-d61a8f06e5d5,43.0,Female,Karenton,High,
142d2fe3-3958-433b-a163-3899040ab178,35.0,Male,Port Michelle,Medium,
3cd2663d-689b-438a-bcf1-47a311955e35,32.0,Female,Owensfort,Medium,
eab87908-af4d-46ef-b39f-4b1ec9d59980,39.0,Female,North Larry,Medium,
c2fe7e28-037e-4cea-822f-1a067e6d4ce3,60.0,Female,New Gavinhaven,High,
28097c07-e810-4e64-8eae-bff2abd81bc1,26.0,Female,Lake David,High,
c584f7db-9f8c-4012-b52e-089eadc9fde3,67.0,Female,Stephensonmouth,High,
6007c09a-d082-4218-9cdd-087ec3d24dec,43.0,Female,Garciaton,High,
acf61979-471d-4d03-99cf-bdd3668261a6,59.0,Female,North Elizabeth,Low,
afc2cf41-aacb-482c-a3f0-2f68035c44f7,57.0,Male,Allenchester,Low,
6bc3aaad-57cc-4fae-b57f-18faa88ce95b,61.0,Male,West Randall,Low,
401302a0-2748-49f3-bf78-d778d21d4cc7,23.0,Female,Vasquezburgh,Medium,
2d18e68b-8e15-4bea-9e3d-bc7e7797724d,19.0,Female,Laurenville,High,
4ad318fa-7d5a-4d6c-8106-09e5a8618a6c,64.0,Female,Port Larrychester,Medium,
66e01489-30f2-4461-bd51-1a6713c7634b,39.0,Female,Lauriehaven,Low,
55628222-182b-42a2-b37f-325d789530f3,66.0,Male,Silvaville,High,
ae075979-b98f-46bf-bd3b-cc75f7216c3c,57.0,Female,New Joel,Low,2024-01-14
bbf7c36f-3745-4d3a-9e33-f927c2755f65,45.0,Female,Roberttown,Medium,2019-07-07
2353e631-3267-4287-aae4-4e05b71a0bb1,28.0,Female,Benjaminborough,Low,
18963973-89cc-4431-accb-330847c9d548,51.0,Female,Port Maryland,Medium,
eb404291-dab0-4733-b0e2-00676e7678a1,64.0,Male,Wilsonton,Medium,
872782ff-e097-4d0e-92bf-0fc07f391905,29.0,Male,Lake Cherylbury,High,
fe3b0536-0a29-4ef4-a8bb-6fbc3171d44f,59.0,Female,East Nathantown,High,
2da3a384-4f08-4048-871b-a1acfe7d7c59,70.0,Male,East Kimberly,High,
b50a3503-2898-453b-92cb-248ea177dffb,29.0,Female,Georgehaven,Medium,
31aaa228-98f0-473d-8ee8-9f66f1a7f2d7,69.0,Female,North Sarahfort,Low,
f9ab3c05-425f-4739-8e23-5197e518e250,33.0,Female,Andrewville,Medium,
1cb3b94e-a27e-43d4-9438-f6a889623d0f,55.0,Female,North Mikefurt,Medium,
f102f93b-f32c-41d3-adcc-25e02a67c34f,49.0,Female,Meganstad,High,
6b2f8f03-ab9e-48a6-a07e-10e794b04fe0,65.0,Male,Lake Karen,Low,
576d68cf-0bd0-40a8-8710-eee2c706f81e,42.0,Female,West Cynthiamouth,High,
e4f5c19b-60e0-4e10-9735-88d05adf0667,67.0,Male,Melissaborough,Low,
87a3e2eb-e4e0-42fb-8efe-b2076bc86ad7,30.0,Male,Kingberg,Medium,
14ae708b-187e-4848-8371-b452194722af,67.0,Female,Perrystad,Low,
df02206f-1c15-4d49-9a7d-0ff4026a8d44,44.0,Male,Joeview,Low,
dfc7e609-6b6f-4007-8305-6ebce3f35d7f,62.0,Male,Williamfurt,Low,
2529044c-e151-4f75-ac8f-ad9febf25ac5,53.0,Male,Jessicachester,High,
1eea3d52-fd1a-403e-8e70-7919dca848ee,51.0,Female,East Keith,High,2020-11-25
6a4fcf07-d4f6-44cf-9d47-ddae1917f808,42.0,Male,Baileyberg,High,
4c95e2ed-ec52-41cd-8258-01910de21d71,70.0,Male,East Michaelville,Low,
4045223b-67b5-44b7-a1fd-81f5c181ffd1,36.0,Female,Hernandezton,Medium,
d628f478-28c1-4d09-b926-8d586d8dea98,44.0,Male,South Carol,High,
0dd7e84b-0aa4-4883-8bda-447e31b595d5,150.0,Female,Andreaburgh,Medium,
edbc4b21-e53a-4f7c-bf1f-7dc9f9557ca5,27.0,Female,Davidfort,High,
54b3556e-e480-41a2-9dcd-7da1d91655aa,57.0,Male,East Betty,Medium,
5736efce-e87a-4e6d-a7b0-803d8aea3c75,51.0,Male,Stephaniemouth,Medium,
62f37d97-41b6-4fe3-90de-0608c41ab069,50.0,Male,Waynechester,Low,
768b95d6-378c-462e-8d70-22c41d6c65bf,39.0,Male,Marshalltown,Medium,
3375b9af-aba4-4db6-9b17-4785756b4287,54.0,Male,Port Charleston,Low,
860003c0-809c-439e-b704-f8648809e396,56.0,Male,West Nathanport,High,
f295375f-e649-4961-9cd1-6104411c00c8,70.0,Female,North Alicia,Low,
d6fe4961-6886-49c3-b6be-07bab52aa19f,51.0,Male,Jenniferview,Low,
32e4c60a-8175-452c-8a6d-fa40f06e738d,51.0,Male,New Jeremyside,Low,
592c60d1-2f03-42d4-aa26-ca11f9fd0e0f,56.0,Male,New James,Low,
896a48cf-7ab6-41a8-ac94-9d7f6c211c01,56.0,Female,Andreaburgh,Low,
1e2be761-bca8-4962-a270-7fc433d2179e,68.0,Female,East Ericmouth,Low,
fe6695c3-4115-4558-8a69-c23c0e13f383,69.0,Male,East Tonyburgh,Medium,
feb00455-3007-4164-9921-682fa5352ec4,19.0,Female,Johnsonborough,Low,
a5e3f473-4157-4b7e-8377-05720206d7a7,19.0,Female,East Charles,Medium,
a523b30b-f05c-4704-b3b6-e36c4e637440,35.0,Female,Port Brandonstad,High,
2d9979c1-ec25-42b8-a9ce-dd6661524b50,30.0,Female,New Kelly,Medium,
11015464-f408-48d3-91b9-4d7c3de1f494,36.0,Female,Christinaburgh,High,
7b43965a-ab47-41b0-901b-aaf7ca8896ce,36.0,Female,East Donna,High,
c680c6e8-2bc5-44a0-a713-98fe776bebc2,45.0,Female,South Kelly,Medium,
f7457808-4b20-4939-b451-5ebf933c98c0,49.0,Female,Hurleyfort,High,
89432125-8fd0-4b2a-a3c6-4f2e6f8ddc64,150.0,Male,Vancestad,Low,
048d842d-c2a9-4daf-b710-b1af8becefbf,51.0,Male,Charlesborough,High,
1861b233-7abc-4e26-9aef-481ee3da9ae1,29.0,Female,Paynechester,Medium,
6e24cce5-9d67-4e1e-8816-0b7f767f1362,36.0,Female,New Crystalberg,High,
992bfbf0-9fcc-4fad-9efc-767f55dd26ae,26.0,Male,North James,Low,
b72f2a59-aab0-447d-bb31-9bdc1405cc72,34.0,Female,West Jason,High,2024-06-10
e21ba358-f629-4922-8cbe-0cf613e036e2,54.0,Male,Lake Kariville,Medium,
91ad2b3a-d2fe-4146-a0ae-cdcea44622c9,43.0,Female,West Jennifershire,Medium,
cb8f9257-d8ad-4751-998d-40e56cfe17e4,41.0,Female,New Shannon,High,
63016b6a-014a-4d31-8177-4704794a2b6e,32.0,Male,Lesterborough,Medium,
867a7900-eb5c-46ed-9ee9-28df1abf184c,32.0,Male,Lake Melissahaven,Medium,
e8960cfa-6e94-4260-8a99-74188b90a1fa,44.0,Female,Sandraview,High,
06125b2b-549c-4bee-9724-c03f0aa58dbb,43.0,Male,Stewartport,High,
c2c93273-8204-4385-8dd5-a277dc51989f,64.0,Male,Bradleyfurt,Medium,
cb01f3d4-94bf-42b0-8f3a-32209f715b1c,60.0,Female,Fullerhaven,Low,
d2c44a3f-8094-4a89-aa38-1c49a82f41ae,58.0,Female,Port Jerry,Medium,
b52e202d-5f0c-4e59-9c36-38260ed82e29,43.0,Male,Bakertown,High,
c085dc18-db0c-42ea-ae6e-0b3839bdd767,34.0,Female,Kennedymouth,Low,
597f2463-8973-4fa8-9710-7683cb399bf8,69.0,Male,North David,High,
b12c84ec-8291-4fa9-8688-b3a8e0bfbd1a,63.0,Female,Kellyfurt,Medium,
e5d3b19d-e899-4694-aac3-705696a235e3,37.0,Female,South Pamela,Low,2021-03-18
97245577-2a94-4929-be69-e2dafa5af66d,46.0,Female,Jenniferberg,Low,
e7eb8a7a-5c2b-4b0d-9783-eaef25a5cd27,59.0,Female,Port Daniel,Low,
6f822fa2-fe63-4c4b-9948-7ecbfe600173,27.0,Female,Matthewchester,Low,
7315305d-90e4-43bb-867b-d8d077229147,34.0,Male,South Susanbury,Medium,
72622d98-45f7-4977-b6b9-052494b2d929,27.0,Male,Lewisfort,Medium,
1f5a4d3c-f269-45a8-942d-d7ef186af88b,56.0,Male,Port Justinberg,Medium,
60b7c12a-bddd-4d1f-8abb-cbdeed74fea0,58.0,Male,Collinsside,Low,
b9011312-139f-4533-ac2a-21e67a22e8cf,58.0,Male,Pierceberg,High,
e84f46dc-1d0e-4031-a4f6-2a6f46514fa6,49.0,Male,Samuelshire,Medium,
acf47c33-118a-4844-84f5-6c5834568e66,64.0,Male,Lake Victoria,High,
7fa1d4e1-e465-4d23-82c8-c096f58fb5ed,32.0,Male,Port William,Low,
ed46f0b3-870a-41c4-b2c2-6a47937d394e,34.0,Male,West Billy,High,
7f010694-f12b-402f-bd02-6afa18b0fae1,40.0,Male,Port Tiffanyport,High,
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,65.0,Male,Lake Jocelynchester,Low,
d79f6ce9-0373-42e3-a016-984ba61188ce,40.0,Female,Amyhaven,High,
58bb7212-6403-401a-8c51-ba0f6bae7eea,23.0,Male,New Lisa,Medium,
39c6e7d2-6c4b-44c0-8961-ddc1ecbdb0c6,70.0,Male,Andrewsmouth,Low,
f9e210c2-0090-42fd-9d80-8f5ab0267c32,23.0,Male,Port Rebeccaville,Low,
ce88db51-39aa-4149-8ee6-d6063d12768f,39.0,Male,Lake Jennifer,Low,
a35ec295-0d3b-45d6-b610-26fd4125b314,42.0,Female,Danielleberg,Low,
b2ef78d6-e56a-4084-b072-c5104448b76e,30.0,Male,East Sabrinafurt,Low,
8a5849f2-1fcb-44c7-a90f-e16023c0465e,48.0,Male,Port David,High,
479399de-abf8-41c7-9568-e82c741e7bff,46.0,Female,Port Roberto,High,
e66af974-8c25-44b9-af2e-d200074e6625,27.0,Male,Rodriguezmouth,High,
7d0dffb7-45b1-456f-b4fa-512b3d1ba9ce,67.0,Female,East Samantha,Low,
2e0c9398-4399-4363-b1c6-d8bcde053c2c,58.0,Male,Jonestown,High,
3c14e099-dc0a-4772-ae2d-524e33d81033,20.0,Female,New Billyview,Low,
5e2d6375-1d4a-46a3-9b9a-85b3462f804c,51.0,Female,East Geraldstad,High,
31d58284-4bff-4b53-b5bd-f447e8518a5f,34.0,Female,North Sabrinaberg,High,
6cd7a734-a51d-4a11-ba1c-00c49d9a4490,-1.0,Male,West Connie,High,
78002a64-8a6e-4d61-80a9-1bbf4c41ae76,46.0,Male,Port Holly,Low,
cee4a7d9-9c36-46ac-aafe-522d8fc50282,23.0,Female,West Dylan,Low,
40f2fc46-f4cf-4987-ac84-73e500fcb521,49.0,Male,New Chelsea,Low,
321acf6c-c401-4f7b-9835-bfb7cd5e48ff,64.0,Male,Mooreville,Medium,
e0c22681-cabd-41e3-9ac2-286209d232f9,38.0,Male,East Deborah,Medium,
f6cc6186-5ab4-4a50-9513-a5f1104bd599,49.0,Female,Riverahaven,High,
85963f9b-be81-4c3f-a518-40caed1973e7,65.0,Male,Martinberg,High,
70b70bf3-205e-4992-a88c-02bf2ed1471f,21.0,Female,Bradleyborough,Medium,
f0ca9fb6-ad3f-4cbd-a3ce-aed1b70c5542,28.0,Male,Deborahtown,Medium,
1e9e7dcb-e612-46d3-bae6-0c2f47fa0220,44.0,Female,Brianmouth,Medium,
f3860788-84c6-42c7-8431-02cefd4dfb93,37.0,Female,New Robin,Low,
91214d6a-4b1f-4500-a478-415aa3f0742d,36.0,Male,Jasonborough,Medium,
41d08007-2bf4-470f-ad2d-97a972abced6,52.0,Female,South Melissa,High,
d0aa2f39-2e86-4fb8-b742-0e8888599284,25.0,Female,Lake William,Medium,
8de3d5b9-1f1a-4bd7-b242-6cb09d7f3609,52.0,Male,Atkinsonburgh,Low,
3330dbb6-1b22-4fe5-a4b5-0e5ce39d8591,50.0,Male,Stevensonview,Low,
d9b9723a-3f5d-4ed4-bcd5-68bccf69338b,53.0,Male,West Jacobland,High,
68b5a27d-980f-409d-9b64-acc242c86f8e,48.0,Male,West Annstad,High,
3d5b5810-b1fc-4606-b550-2d04d6abab5f,20.0,Female,North Samanthahaven,High,
8d807538-5767-461a-a074-542002142cc7,25.0,Male,Lopezside,Medium,
dd6bdc9d-cac1-47ac-9fd9-3282443f0c08,60.0,Female,West Joshualand,High,
70094f12-4aa0-47b5-89bb-809b7c091507,59.0,Male,Jasonmouth,Low,
2a61ddd6-e8be-4d46-923e-3a7bc0bf905c,29.0,Female,Brentburgh,High,
23d4097a-48ee-4b31-b34a-8c14273ed91f,53.0,Female,Lake Rebeccaview,Medium,
1d5d2c59-f092-48ce-a2cd-168199412a6c,69.0,Female,Leonardfort,Medium,
a5e02710-f26b-4273-b340-f67961873073,51.0,Male,East Michellemouth,Medium,
541ecfee-22bb-4358-9f01-d5d372dc49e3,48.0,Female,Turnerton,Low,
a1dd4810-7ae3-4502-8130-deb98f8cbe3a,51.0,Female,West Michelle,Medium,
de765812-6f23-4059-94db-2805a34f44fd,28.0,Female,North John,High,
92f5c8ee-b86f-4c32-8231-c639c30d3400,47.0,Female,East Johnshire,High,
42f77824-a944-4471-836f-345ff12517bd,20.0,Male,Grahamfort,Medium,
cd733ffe-4726-4d32-b2a8-06a86d0dfa20,55.0,Female,West Valerie,Low,
d98a5116-3836-43d6-bb54-ffef96f9fd00,42.0,Male,New Alex,Low,
482528d8-d038-4d7d-a27d-dac5effcd9e0,26.0,Female,West Julieburgh,Low,
486368bc-7b67-4f28-91a2-bd5c85b1f8f6,55.0,Female,East Michelle,Low,
22b21e10-1132-449f-a2b9-61ebf725f800,55.0,Male,Christopherland,Medium,
97ef797e-2a0b-48d8-8e49-5d90cab7274a,70.0,Female,North Stephen,Low,
a14c5d2f-87d8-4caf-b91e-ab6865872c37,44.0,Male,West Brandon,Low,
84db5b8d-acf1-47fb-b3aa-100b30fd99fe,20.0,Male,East Crystalshire,Medium,
868a390d-9cf4-4a35-b48c-4d2db6412b96,64.0,Female,South Kenneth,High,
587f0de4-1254-4ad6-9567-af6745c960b6,21.0,Female,Dawsonstad,High,
29e33b63-81fe-4687-a132-06d0a5e6668c,67.0,Male,Nicholsfort,High,
cdd71e46-7539-41af-b9d5-6758abdfa2e6,65.0,Male,Port Gabriellaburgh,Medium,
4ece241c-935a-4380-bda6-715cbae36f17,51.0,Female,New Glenn,Low,
8880506d-dbb6-42ea-98c3-c0b7454c04bb,150.0,Male,South Traciland,High,2020-04-24
0633d4dd-14d7-4462-b210-59de9d63bef5,35.0,Female,Cindyton,Low,
9f6b9ab6-1055-4a20-912e-23adb444695c,38.0,Male,Randallland,Medium,2020-04-03
78398c08-0a87-42a8-ac95-167e0d000f48,27.0,Female,East Kevin,High,
89d0e857-3132-4296-a528-a51fdac714f4,57.0,Male,Lake Melissaberg,Low,
0ed582bd-7083-41e1-8d85-5b0baed9d5c4,22.0,Male,Port Oliviafurt,Low,
5df6565b-75c4-4064-b0ce-cd524980b947,49.0,Female,New Amandahaven,Medium,
175ccf1f-45a2-46eb-bf56-8dba3bfb2523,46.0,Female,West Nathan,High,
8543ced3-b2b8-45d6-8f42-f66dd94c1685,69.0,Male,Jacobchester,Medium,
7ae84dc5-3dee-4566-84a9-1820bdae61e4,46.0,Male,Port Michael,Low,
6e6d3ec8-c559-4a2e-8776-bce30df9d14e,44.0,Male,Carolynville,High,
9866b7ec-4394-4a83-b3d2-b56182c0758b,55.0,Female,North Jenniferview,Low,
848f7178-b94b-4d8e-8baa-6a3886828887,27.0,Male,West Tonyastad,Medium,
b8a3bca9-79e2-4a99-96be-f23108c05f00,66.0,Male,Duncanside,Low,
4deac5c0-5e2e-4794-9978-f25be68734a7,19.0,Male,West Chad,High,
6e623356-5088-4f02-afdd-dbe6bd948d8c,60.0,Male,Jameston,Medium,
3c3d88d5-93b9-45c3-aac4-f43ac0dcf27d,26.0,Male,Elliottburgh,Medium,
52aafd4c-f409-4dac-a4d3-92d3d40b2f06,32.0,Male,Nicholasport,Low,
c1f1c099-93ad-4f01-839a-7c72c07db3f7,34.0,Female,Lake Davidmouth,Low,
07f8f7be-d915-4e08-9c0d-250646b1c200,19.0,Male,Lucasberg,High,
c6253172-8dc9-4c82-8816-9d2740b0e3b8,58.0,Female,Mitchellfurt,Low,
46342d7b-d3bc-4f5a-b02e-3e6482a3beef,62.0,Male,Joannaburgh,Medium,
e9275385-a9af-4f34-8b10-2ec5d18636a9,21.0,Female,Priceborough,High,
709c87f5-082b-4b18-a197-0d7d4e1588e3,63.0,Male,New Christopherville,Medium,
5d6d2580-5c52-4659-9001-60b251e5f66c,38.0,Female,New Ryanmouth,Low,
0d1d1b53-3a9d-4be9-9857-371dc98aba1e,57.0,Female,New Tylerfurt,Low,
9e438f09-ec06-42e1-8c45-25063e2429aa,57.0,Female,Shawnview,High,
5a162c3a-fd9d-4781-91c6-eb6e390313c0,62.0,Female,Lisachester,Low,
a18647cb-a525-4f32-b871-2cc8a4789c3d,57.0,Male,New Morganchester,High,
d8f8d8c7-8fe5-4e85-8a70-7d087722f40f,23.0,Male,North Donna,Low,
0fa8e686-b82b-419b-9f9e-fb274a3c4f87,31.0,Male,Grayberg,High,
0f5a8d28-2ddd-497a-a2e0-74a80c165a91,46.0,Female,Josephburgh,Low,
2ae65f5f-e0e7-4e93-bde5-f8cf2f1430cd,60.0,Male,West Roberthaven,Medium,
eafd973d-da9b-4561-85f0-b4ebfc3b2a0f,60.0,Female,Danielton,Low,
ee972091-d003-40cf-a3db-0e629d3c316e,26.0,Male,East Bruceton,Low,
23b20ba3-dc64-48b2-9263-391c044bfe4f,42.0,Female,West Grantfort,Medium,
08dd80d5-e63f-4618-be5f-161de25625a8,28.0,Male,South Stephenville,Low,
347222c1-9766-4ae8-9263-4e509359b409,38.0,Female,West Richardbury,Low,
369d3b9f-54b4-44ac-8284-b6af32aec1c0,32.0,Male,Washingtonchester,Low,
1fbbc3ad-d48f-4e64-9ef7-4e58277af29a,60.0,Male,West Jasonview,High,
